시군명,사업장명,인허가일자,영업상태명,폐업일자,다중이용업소여부,총시설규모(㎡),위생업종명,위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
고양시,씨유 화정신안점,2023-06-26,영업,,,,,편의점,"경기도 고양시 덕양구 화중로 177, 달빛마을3단지 상가동 104(일부)호 (화정동)","경기도 고양시 덕양구 화정동 865 달빛마을3단지 상가동 103,104호 ",10475,37.6428078198,126.8332953869
고양시,GS(지에스)25 고양백석점,2023-03-27,영업,,,,,편의점,"경기도 고양시 일산동구 백석로11번길 23, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1433 ,10424,37.6436946788,126.7802168412
고양시,세븐일레븐(대화역점),2008-06-09,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1573 (대화동,킨텍스프라자 102호(일부))",경기도 고양시 일산서구 대화동 2220-1 킨텍스프라자 102호(일부) ,10381,37.6759530164,126.7470082329
고양시,씨유원흥사랑점,20160329,영업,,,,,편의점,"경기도 고양시 덕양구 삼원안길 45, 1(일부)층 (원흥동)",경기도 고양시 덕양구 원흥동 735-1 ,10550,37.6362504596,126.8735554285
고양시,세븐일레븐 행신SK뷰점,2023-05-09,영업,,,,,편의점,"경기도 고양시 덕양구 행신로143번길 28-34, 101(일부)호 (행신동)",경기도 고양시 덕양구 행신동 620-2 ,10517,37.6201349201,126.8325120757
고양시,지에스25고양본점(GS25),2019-08-27,영업,,,,,편의점,"경기도 고양시 덕양구 혜음로 27, 1(일부)층 (고양동)",경기도 고양시 덕양구 고양동 226 1(일부)층 전면좌측 ,10275,37.7030410026,126.9017510580
고양시,지에스25 후곡마을6단지점,2023-06-22,영업,,,,,편의점,"경기도 고양시 일산서구 일산로 612, 1층 일부호 (일산동, 후곡마을6단지아파트)",경기도 고양시 일산서구 일산동 1050 후곡마을 근린생활시설 1층 일부호 ,10372,37.6810933632,126.7617105100
고양시,세븐일레븐 원흥연세프라자,2020-08-14,영업,,,,,편의점,"경기도 고양시 덕양구 의장로 140, 1층 103호 일부호 (도내동)",경기도 고양시 덕양구 도내동 961 ,10551,37.6351897019,126.8706968884
고양시,지에스25 덕은리버워크점,2023-05-02,영업,,,,,편의점,"경기도 고양시 덕양구 청초로 66, 덕은리버워크 1층 124(일부)호 (덕은동)",경기도 고양시 덕양구 덕은동 0 ,10543,37.5780370047,126.8624918652
고양시,이마트24 일산트루엘점,2023-04-27,영업,,,,,편의점,"경기도 고양시 일산동구 중앙로1275번길 60-17, 트루엘 파크스테이 109(일부)호 (장항동)",경기도 고양시 일산동구 장항동 756-5 트루엘 파크스테이 ,10401,37.6594293159,126.7680926522
고양시,씨유 대화중앙로점,2023-07-24,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1560, 다산스카이빌 104(일부)호 (대화동)",경기도 고양시 일산서구 대화동 2203-3 다산스카이빌 104(일부)호 ,10381,37.6760535566,126.7486401648
고양시,지에스25 일산백병원2호점,2023-08-08,영업,,,,,편의점,"경기도 고양시 일산서구 호수로856번길 73-1, 1층 (대화동)",경기도 고양시 일산서구 대화동 2253-6 1층 ,10383,37.6735454595,126.7496746752
고양시,지에스25 성저건영점,2023-08-08,영업,,,,,편의점,"경기도 고양시 일산서구 성저로 122, 1층 (대화동)",경기도 고양시 일산서구 대화동 2004-5 ,10369,37.6842107263,126.7600805068
고양시,지에스25 호국대로점,20221209,영업,,,,,편의점,"경기도 고양시 덕양구 호국로 1536, 나동 1층  일부 (대자동)",경기도 고양시 덕양구 대자동 69-2 나동 1층  일부 ,10283,37.6884082713,126.9009159045
고양시,세븐일레븐일산대화역점,20030129,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1560-34 (대화동,이마파킹프라자 111호)",경기도 고양시 일산서구 대화동 2207 이마파킹프라자 111호 ,10381,37.6769571078,126.7475764275
고양시,세븐일레븐탄현미주점,2016-04-14,영업,,,,,편의점,"경기도 고양시 일산서구 일청로59번길 46, 104호일부호 (일산동)",경기도 고양시 일산서구 일산동 1998 104호일부호 ,10347,37.6897054783,126.7711297388
고양시,씨유 삼송동일2차점,2020-02-21,영업,,,,,편의점,"경기도 고양시 덕양구 신원1로 70, 상가동 1층 105(일부)호 (신원동, 삼송 동일스위트 2차)",경기도 고양시 덕양구 신원동 661 삼송 동일스위트 2차 상가동 105일부호,10570,37.6595132592,126.8871803931
고양시,지에스25 정발산양지점,2023-05-23,영업,,,,,편의점,"경기도 고양시 일산동구 대산로31번길 21, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 685-6 1층 일부호 ,10362,37.6694883468,126.7725067663
고양시,지에스25 덕이로드점(GS25),2020-04-07,영업,,,,,편의점,"경기도 고양시 일산서구 덕이로 212, 백송프라자 1층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 1047-1 백송프라자 1층 일부 ,10228,37.6966883110,126.7393575183
고양시,씨유 주엽중앙로점,2023-05-11,영업,,,,,편의점,"경기도 고양시 일산서구 중앙로 1493, 상가동 1001-5호 (주엽동, 문촌마을12단지아파트)",경기도 고양시 일산서구 주엽동 138 문촌마을12단지아파트 상가동 1001-5호 ,10379,37.6723411448,126.7544833488
고양시,씨유 덕이미래로점,2023-09-22,영업,,,,,편의점,"경기도 고양시 일산서구 장자길 72, 1층 일부호 (덕이동)","경기도 고양시 일산서구 덕이동 609-4 1층 일부(109,110호) ",10228,37.6981884985,126.7455923399
고양시,이마트24 대화성저점,2023-05-18,영업,,,,,편의점,"경기도 고양시 일산서구 강성로232번길 17, 1층 (대화동)",경기도 고양시 일산서구 대화동 2190-7 1층 ,10377,37.6764153577,126.7516756288
고양시,그린힐스편의점,2022-12-16,영업,,,,,편의점,"경기도 고양시 일산동구 고양대로 1134, 1층 일부호 (식사동)",경기도 고양시 일산동구 식사동 515 1층 일부호 ,10300,37.6650723559,126.8147282514
고양시,씨유 삼송리슈빌,2018-03-28,영업,,,,,편의점,"경기도 고양시 덕양구 동세로 125, 2동 1층 101(일부)호 (원흥동, 삼송마을 15단지 계룡리슈빌)",경기도 고양시 덕양구 원흥동 670 삼송마을 15단지 계룡리슈빌 2동 1층 101(일부)호 ,10558,37.6509974174,126.8806073742
고양시,세븐일레븐 일산탄현1단지점,2021-06-08,영업,,,,,편의점,"경기도 고양시 일산서구 일현로 68, 탄현마을1단지 상가동 112(일부)호 (탄현동)",경기도 고양시 일산서구 탄현동 1485 탄현마을1단지 상가동 112호(일부) ,10243,37.6928976234,126.7641115163
고양시,씨유 후곡16단지점,2023-10-17,영업,,,,,편의점,"경기도 고양시 일산서구 강선로 141, 유치원동 1층 일부호 (일산동, 후곡마을16단지아파트)",경기도 고양시 일산서구 일산동 1086 후곡마을16단지아파트 유치원동 1층 일부 ,,,
고양시,지에스25 성석로드점,20170309,영업,,,,,편의점,"경기도 고양시 일산동구 성석로 331, 라동 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 973-16 ,10328,37.7050946466,126.7939513921
고양시,씨유 지축역점,20220314,영업,,,,,편의점,"경기도 고양시 덕양구 지축1로 39, 지축프라자 103(일부)호 (지축동)",경기도 고양시 덕양구 지축동 0 ,10585,37.6487913708,126.9145765928
고양시,세븐일레븐 원당대로,20211001,영업,,,,,편의점,"경기도 고양시 덕양구 원당로 302, 우측 (원당동)",경기도 고양시 덕양구 원당동 392-3 우측 ,10290,37.6753926581,126.8497755954
고양시,CU일산설문점,20211207,영업,,,,,편의점,"경기도 고양시 일산동구 장진천길 12, 1층 일부호 (설문동)",경기도 고양시 일산동구 설문동 167-63 101(일부)호,10257,37.7086216612,126.8111962327
고양시,세븐일레븐 지영로점,20220210,영업,,,,,편의점,"경기도 고양시 일산동구 지영로 52, 가동 1층 일부호 (지영동)",경기도 고양시 일산동구 지영동 374-2 가동 1층(일부)호,10256,37.7058485507,126.8241659721
고양시,세븐일레븐 일산조은점,20200525,영업,,,,,편의점,"경기도 고양시 일산동구 일산로380번길 17-20, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1292-10 1층 일부 ,10406,37.6702849903,126.7818990678
고양시,지에스25 삼송MBN점,20211018,영업,,,,,편의점,"경기도 고양시 덕양구 동송로 30, 삼송 더샵미디어시티 근린생활시설 101(일부)호 (동산동)",경기도 고양시 덕양구 동산동 372 근린생활시설 101(일부)호 ,10595,37.6491489052,126.8978646437
고양시,이마트24 백송8단지점,20211018,영업,,,,,편의점,"경기도 고양시 일산동구 백석로 151, 104(일부)호 (백석동, 백송마을8단지아파트)",경기도 고양시 일산동구 백석동 1139 백송마을8단지아파트 104호,10418,37.6518408513,126.7933336229
고양시,세븐일레븐 위시티5단지점,20221031,영업,,,,,편의점,"경기도 고양시 일산동구 위시티2로 19, 105(일부)호 (식사동)",경기도 고양시 일산동구 식사동 1546-2 105(일부) ,10323,37.6764262925,126.8127073725
고양시,세븐일레븐 일산탄중로점,20220922,영업,,,,,편의점,"경기도 고양시 일산서구 탄중로233번길 2, 1층 일부호 (탄현동)",경기도 고양시 일산서구 탄현동 1502-6 1츨 일부호 ,10244,37.6936892764,126.7711247709
고양시,세븐일레븐 장항엠시티2호점,20221108,영업,,,,,편의점,"경기도 고양시 일산동구 백마로 195, 엠시티타워&엠시티오피스텔 1-1155(일부)호 (장항동)",경기도 고양시 일산동구 장항동 869 엠시티타워&엠시티오피스텔 1-1155(일부)호 ,10403,37.6542916064,126.7709772408
고양시,씨유 원흥테마시티점,20201019,영업,,,,,편의점,"경기도 고양시 덕양구 도래울로 110, 테마시티 111(일부)호 (도내동)",경기도 고양시 덕양구 도내동 966 테마시티 ,10551,37.6349108261,126.8724899705
고양시,씨유 대화웅비로점,20191121,영업,,,,,편의점,"경기도 고양시 일산서구 웅비로12번길 4, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2023 ,10369,37.6837739640,126.7565577639
고양시,씨유문촌17단지점,20210521,영업,,,,,편의점,"경기도 고양시 일산서구 주엽로 102, 문촌마을 상가동  101-1(일부)호 (주엽동)",경기도 고양시 일산서구 주엽동 120 문촌마을 상가동 101-1(일부) ,10385,37.6680892601,126.7562833839
고양시,씨유 성석중앙점,2022-07-05,영업,,,,,편의점,"경기도 고양시 일산동구 고봉로658번길 96, 1층 일부호 (성석동)",경기도 고양시 일산동구 성석동 1227-166 1층 일부호 ,10250,37.7126653157,126.7923819510
고양시,세븐일레븐 덕이중앙점,2021-04-14,영업,,,,,편의점,"경기도 고양시 일산서구 덕이로 239, 가동 1층 일부호 (덕이동)",경기도 고양시 일산서구 덕이동 1067-6 가동 1층(일부) ,10206,37.6983669166,126.7369015561
고양시,씨유 일산자이3차 정문점,20220613,영업,,,,,편의점,"경기도 고양시 일산동구 위시티3로 111, A동 103(일부)호 (식사동, 일산자이3차)",경기도 고양시 일산동구 식사동 0 일산자이3차 A동 103(일부)호 ,10324,37.6712171209,126.8127894376
고양시,씨유 관산고골우리점,20220715,영업,,,,,편의점,"경기도 고양시 덕양구 고골길 68, 가동 1층 일부호 (관산동)",경기도 고양시 덕양구 관산동 574-20 ,10265,37.7124680770,126.8604001804
고양시,씨유 일산에듀포레점,20200916,영업,,,,,편의점,"경기도 고양시 일산서구 탄현로 136, 102(일부)호 (탄현동, 일산에듀포레푸르지오)",경기도 고양시 일산서구 탄현동 1650 일산에듀포레푸르지오상가 102(일부)호 ,10248,37.7029937953,126.7672334156
고양시,고양꽃전시관 편의점,2023-07-28,영업,,,,,편의점,"경기도 고양시 일산동구 호수로 595, 고양꽃전시관 1층 일부호 (장항동)",경기도 고양시 일산동구 장항동 906 고양꽃전시관 ,10400,37.6537546960,126.7686925095
고양시,지에스25고양밤가시점,20221028,영업,,,,,편의점,"경기도 고양시 일산동구 산두로 189, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1254-5 1층 일부호 ,10358,37.6741830283,126.7826099190
고양시,세븐일레븐 백석두산위브점,20221111,영업,,,,,편의점,"경기도 고양시 일산동구 일산로 78, 백석위브센티움 104(일부)호 (백석동)",경기도 고양시 일산동구 백석동 1241-2 백석위브센티움 ,10450,37.6445498720,126.7904555631
고양시,세븐일레븐 일산태영6단지점,20220916,영업,,,,,편의점,"경기도 고양시 일산동구 탄중로 326-20, 1층 일부호 (중산동)",경기도 고양시 일산동구 중산동 1572 ,10333,37.6923067935,126.7808360640
고양시,씨유 정발산빌리지점,2022-10-27,영업,,,,,편의점,"경기도 고양시 일산동구 일산로358번길 25-2, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1339-4 1층 일부호 ,10406,37.6678828894,126.7841105818
고양시,지에스25삼송라피아노점,20220628,영업,,,,,편의점,"경기도 고양시 덕양구 오금로 86, FISKA BY LAFIANO B동 103(일부)호 (오금동)",경기도 고양시 덕양구 오금동 621-1 FISKA BY LAFIANO ,10577,37.6609039329,126.9017379043
고양시,세븐일레븐 고양산들점,20221125,영업,,,,,편의점,"경기도 고양시 일산서구 고양대로 719-13, 102~103일부호 (일산동)",경기도 고양시 일산서구 일산동 1680-9 102~103일부호 ,10340,37.6839401021,126.7760174831
고양시,GS25 사리현빌리지점,2023-07-18,영업,,,,,편의점,"경기도 고양시 일산동구 공릉천로33번길 27, A동 1층 일부호 (사리현동)",경기도 고양시 일산동구 사리현동 199 A동 1층 일부호 ,10260,37.6973914059,126.8428116030
고양시,씨유(CU)일산주엽고점,2023-08-29,영업,,,,,편의점,"경기도 고양시 일산서구 대산로211번길 53-2, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2147-6 1층 일부호 ,10377,37.6764042796,126.7556220508
고양시,이마트24 R지엘메트로향동점,2023-08-29,영업,,,,,편의점,"경기도 고양시 덕양구 향동로 201, 지엘메트로시티 향동 지3층 G326(일부)호 (향동동)",경기도 고양시 덕양구 향동동 394 G326호,10545,37.6074127788,126.8917434058
